productCd,countryCd,label,PV?,,,,,,
8541400090,Cabo Verde,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Other",,,,,,,
85414010,Cambodia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Light emitting diodes",,,,,,,
85414020,Cambodia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Photocells, including photodiodes and phototransistors",,,,,,,
85414021,Cambodia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes : Photocells, including photodiodes and phototransistors : Photovoltaic cells, not assembled",,,,,,,
85414022,Cambodia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes : Photocells, including photodiodes and phototransistors : Photovoltaic cells assembled in modules or made up into panels",,,,,,,
85414029,Cambodia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes : Photocells, including photodiodes and phototransistors : Other",,,,,,,
85414090,Cambodia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes : Other",,,,,,,
85414091,Cambodia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): With a dissipation rate of less than 1 W [ITA1/A 079]: For use with articles of heading 85.25",,,,,,,
85414099,Cambodia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): With a dissipation rate of less than 1 W [ITA1/A 079]: Other",,,,,,,
85414000,Cameroon,"Dispositifs photosensibles à  semi-conducteur, diodes émettrices de lumière",Yes,,,,,,
85414000000,Cameroon,"Dispositifs photosensibles à semi-conducteur, ; diodes émettrices de lumière",,,,,,,
85414000,Canada,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",Yes,,,,,,
8541400010,Canada,Light emitting diodes (LED's),,,,,,,
8541400020,Canada,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
8541400021,Canada,"Diodes, unmounted chips,dices/wafers,photosensitive,o/t LED",,,,,,,
8541400022,Canada,"Solar cells assembled into modules/made into panels,photosensitive,o/t LED",,,,,,,
8541400023,Canada,"Solar cells,o/t assembled into modules/made into panels,photosensitive,o/t LED",,,,,,,
8541400029,Canada,"Photosensitive diodes, o/t LED, nes",,,,,,,
8541400030,Canada,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
8541400031,Canada,"Transistors, unmounted chips, dice or wafers, photosensitive",,,,,,,
8541400039,Canada,"Transistors, o/t unmounted chips, dice or wafers, photosensitive",,,,,,,
8541400090,Canada,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
8541400091,Canada,"Optical coupled isolators, photosensitive semicondutor device",,,,,,,
8541400099,Canada,"Photosensitive semiconductor devices, nes",,,,,,,
85414000,Central African Republic,"Dispositifs photosensibles à semi-conducteur, y.c. les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière (sauf génératrices photovoltaïques)",Yes,,,,,,
8541400000,Central African Republic,"Dispositifs photosensibles a semi conducteur, y compris les cellules photovoltaiques, meme assemblees en modules ou constitues en panneaux ; diodes emettrices de lumiere",,,,,,,
85414000,Chile,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en módulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz",,,,,,,
85414000,China,"Photosensitive semiconductor devices,photovoltaic cells & LEDs",,,,,,,
85414010,China,Light emitting diodes,,,,,,,
85414020,China,Solar cells,,,,,,,
85414090,China,Other photosensitive semiconductor devices (excl.solar cells),,,,,,,
854140BB,China,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): B2B cross-border e-commerce in simplified customs procedures",,,,,,,
8541401000,Colombia,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en módulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz: células fotovoltaicas  aunque estén ensambladas en módulos o paneles",,,,,,,
8541409000,Colombia,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en módulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz: los demás",,,,,,,
85414000,Comoros,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
8541400000,Comoros,"Dispositifs photosensib.a semi-conducteur, diodes emettrices de lumiere",,,,,,,
85414000000,Congo,"Dispositifs photosensib.a semi-conducteur, diodes emettrices de lumiere",,,,,,,
8541400000,Costa Rica,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en módulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz + descripción detallada no disponible +",,,,,,,
8541400010,Costa Rica,Dispositivos semiconductores fotosensibles; incluidas las celulas fotovoltaicas aunque est: de los circuitos modulares del inciso 8473.30.0,,,,,,,
8541400090,Costa Rica,Dispositivos semiconductores fotosensibles; incluidas las celulas fotovoltaicas aunque est: otros,,,,,,,
8541400000,Croatia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414010,Croatia,"Light-emitting diodes, incl. laser diodes",,,,,,,
8541401000,Croatia,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
85414090,Croatia,"Photosensitive semiconductor devices, incl. photovoltaic cells",,,,,,,
8541409000,Croatia,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCL. PHOTOVOLTAIC CELLS",,,,,,,
85414000,Cuba,"Diodos, transistores y dispositivos semiconductores similares; dispositivos semiconductores fotosensibles, incluidas las celulas fotovoltaicas, aunque esten ensambladas en modulos o paneles; diodos emisores de luz; cristales piezoelectricos montados: Dispositivos semiconductores fotosensibles, incluidas las células fotovoltaicas, aunque estén ensambladas en módulos o paneles; diodos emisores de luz",,,,,,,
8541400000,Cyprus,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414010,Cyprus,"Light-emitting diodes, incl. laser diodes",,,,,,,
8541401000,Cyprus,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
85414090,Cyprus,"Photosensitive semiconductor devices, incl. photovoltaic cells",,,,,,,
8541409000,Cyprus,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCL. PHOTOVOLTAIC CELLS",,,,,,,
8541400000,Czech Republic,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414010,Czech Republic,"Light-emitting diodes, incl. laser diodes",,,,,,,
8541401000,Czech Republic,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
85414090,Czech Republic,"Photosensitive semiconductor devices, incl. photovoltaic cells",,,,,,,
8541409000,Czech Republic,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCL. PHOTOVOLTAIC CELLS",,,,,,,
8541400000,Denmark,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414010,Denmark,"Light-emitting diodes, incl. laser diodes",,,,,,,
8541401000,Denmark,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
85414090,Denmark,"Photosensitive semiconductor devices, incl. photovoltaic cells",,,,,,,
8541409000,Denmark,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCL. PHOTOVOLTAIC CELLS",,,,,,,
85414000,Dominica,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes",,,,,,,
85414010,Dominican Republic,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en módulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz: células fotovoltaicas ensambladas en módulos o paneles",,,,,,,
85414090,Dominican Republic,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en módulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz: los demás",,,,,,,
8541401000,Ecuador,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en módulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz: células fotovoltaicas, aunque estén ensambladas en módulos o paneles",,,,,,,
8541409000,Ecuador,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en módulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz: los demás",,,,,,,
8541400000,Egypt,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
85414000,El Salvador,"Diodos, transistores y dispositivos semiconductores similares; dispositivos semiconductores fotosensibles, incluidas las celulas fotovoltaicas, aunque esten ensambladas en modulos o paneles; diodos emisores de luz; cristales piezoelectricos montados : dispositivos semiconductores fotosensibles, incluidas las células fotovoltaicas, aunque estén ensambladas en modulos o paneles; diodos emisores de luz",,,,,,,
85414000,Eritrea,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
8541400000,Estonia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414010,Estonia,"Light-emitting diodes, incl. laser diodes",,,,,,,
8541401000,Estonia,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
85414090,Estonia,"Photosensitive semiconductor devices, incl. photovoltaic cells",,,,,,,
8541409000,Estonia,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCL. PHOTOVOLTAIC CELLS",,,,,,,
85414000,Eswatini,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators)",,,,,,,
85414010,Eswatini,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): photo-voltaic cells  whether or not assembled in modules or made up into panels",,,,,,,
85414020,Eswatini,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): light emitting diodes",,,,,,,
85414090,Eswatini,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): other",,,,,,,
85414000,Ethiopia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators)",,,,,,,
85414010,Fiji,"Diodes, transistors and similar semi conductor devices; photosensitive semi-conductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes; mounted piezo-electric crystals : Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes : Solar cells",,,,,,,
85414090,Fiji,"Diodes, transistors and similar semi conductor devices; photosensitive semi-conductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes; mounted piezo-electric crystals : Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes : Other",,,,,,,
8541400000,Finland,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414010,Finland,"Light-emitting diodes, incl. laser diodes",,,,,,,
8541401000,Finland,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
85414090,Finland,"Photosensitive semiconductor devices, incl. photovoltaic cells",,,,,,,
8541409000,Finland,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCL. PHOTOVOLTAIC CELLS",,,,,,,
8541400000,France,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414010,France,"Light-emitting diodes, incl. laser diodes",,,,,,,
8541401000,France,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
85414090,France,"Photosensitive semiconductor devices, incl. photovoltaic cells",,,,,,,
8541409000,France,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCL. PHOTOVOLTAIC CELLS",,,,,,,
85414010,French Polynesia,"Photopiles, cellules solaires et simil.",,,,,,,
85414020,French Polynesia,Cellules photoconductives,,,,,,,
85414090,French Polynesia,"Dispositifs photosensibles à  semi-conducteur, y.c. les cellules photovoltaiques même assemblées en modules ou constituées en panneaux",,,,,,,
85414000,Gabon,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
85414000,Gambia,Photosensitive semiconductor devices; light emitting diodes,,,,,,,
85414010,Gambia,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: solar cells whether or not in modules or made up into panels",,,,,,,
85414090,Gambia,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: other photosensitive semiconductor devices",,,,,,,
854140100,Georgia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes: Light-emitting diodes, including laser diodes",,,,,,,
85414010000,Georgia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): light-emitting diodes, including laser diodes",,,,,,,
854140110,Georgia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
854140190,Georgia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
854140900,Georgia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators): Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes: Other",,,,,,,
85414090000,Georgia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators): other",,,,,,,
854140910,Georgia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
854140930,Georgia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
854140990,Georgia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
8541400000,Germany,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414010,Germany,"Light-emitting diodes, incl. laser diodes",,,,,,,
8541401000,Germany,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
85414090,Germany,"Photosensitive semiconductor devices, incl. photovoltaic cells",,,,,,,
8541409000,Germany,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCL. PHOTOVOLTAIC CELLS",,,,,,,
8541400000,Ghana,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
8541400010,Ghana,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: solar cells and panels",,,,,,,
8541400090,Ghana,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: other",,,,,,,
8541401000,Ghana,"Diodes, transistors et dispositifs similaires à semi-conducteur; dispositifs photosensibles à semi-conducteur, y compris les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière; cristaux piézo-électriques montés: Dispositifs photosensibles à semi-conducteur, y compris les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière : Cellules solaires même assemblées en modules ou non, ou constituées en panneaux",,,,,,,
8541409000,Ghana,"Diodes, transistors et dispositifs similaires à semi-conducteur; dispositifs photosensibles à semi-conducteur, y compris les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière; cristaux piézo-électriques montés: Dispositifs photosensibles à semi-conducteur, y compris les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière : Autres",,,,,,,
8541400000,Greece,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414010,Greece,"Light-emitting diodes, incl. laser diodes",,,,,,,
8541401000,Greece,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
85414090,Greece,"Photosensitive semiconductor devices, incl. photovoltaic cells",,,,,,,
8541409000,Greece,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCL. PHOTOVOLTAIC CELLS",,,,,,,
854140100,Greenland,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
854140900,Greenland,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414000,Grenada,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
85414000,Guatemala,"Dispositivos material semiconductor fotosensibles, incl. las células fotovoltaicas aunque estén ensambladas en modulos o paneles (exc. generadores fotovoltaicos); diodos emisores de luz",,,,,,,
8541400000,Guinea,"Dispositifs photosensib.a semi-conducteur, diodes emettrices de lumiere",,,,,,,
8541401000,Guinea,"Dispositifs photosensibles à semi-conducteur, y.c. les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière (sauf génératrices photovoltaïques): cellules solaires meme assemblees en modules ou non, ou constituees en panneaux",,,,,,,
8541409000,Guinea,"Dispositifs photosensibles à semi-conducteur, y.c. les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière (sauf génératrices photovoltaïques): autres",,,,,,,
8541400000,Guyana,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
85414000,Haiti,"Dispositifs photosensibles à semi-conducteur, y.c. les cellules photovoltaïques même assemblées en modules ou constituées en panneaux; diodes émettrices de lumière (sauf génératrices photovoltaïques)",,,,,,,
8541400000,Honduras,Dispositivos semiconductores fotosensibles; incluidas las celulas fotovoltaicas aunque est,,,,,,,
85414010,"Hong Kong, China",Light Emitting Diodes,,,,,,,
85414090,"Hong Kong, China","Photosensitive Semiconductor Devices, Including Photovoltaic Cells Whether Or Not Assembled In Modules Or Made Up Into Panels",,,,,,,
8541400000,Hungary,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414010,Hungary,"Light-emitting diodes, incl. laser diodes",,,,,,,
8541401000,Hungary,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
85414090,Hungary,"Photosensitive semiconductor devices, incl. photovoltaic cells",,,,,,,
8541409000,Hungary,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCL. PHOTOVOLTAIC CELLS",,,,,,,
85414000,Iceland,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
85414000,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414001,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414002,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414003,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414004,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414009,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414011,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Solar cells whether or not assembled in modules or panels",,,,,,,
85414019,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Other",,,,,,,
85414020,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Light emitting diodes (electro luminescent)",,,,,,,
85414090,India,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Other",,,,,,,
854140100,Indonesia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Photovoltaic cells, assembled in modules or made up into panels",,,,,,,
8541401000,Indonesia,Light emitting diodes,,,,,,,
8541402000,Indonesia,"Photocells, including photodiodes/photo- transistors",,,,,,,
8541402100,Indonesia,"Photovoltaic cells, not assembled",,,,,,,
8541402200,Indonesia,"Photovoltaic cells, assembled in modules",,,,,,,
8541402900,Indonesia,"Oth photocells, including photodiodes &",,,,,,,
854140900,Indonesia,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators): Other",,,,,,,
8541409000,Indonesia,"Oth photosensitive semiconductor device, including photovoltaic cells",,,,,,,
85414000,"Iran, Islamic Republic of","Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
85414010,"Iran, Islamic Republic of","Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes; mounted piezoelectric crystals: Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes: solar panel (converting solar energy into electricity)",,,,,,,
85414090,"Iran, Islamic Republic of","Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes; mounted piezoelectric crystals: Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes: Other",,,,,,,
8541400000,Ireland,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414010,Ireland,"Light-emitting diodes, incl. laser diodes",,,,,,,
8541401000,Ireland,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
85414090,Ireland,"Photosensitive semiconductor devices, incl. photovoltaic cells",,,,,,,
8541409000,Ireland,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCL. PHOTOVOLTAIC CELLS",,,,,,,
85414000,Israel,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes",,,,,,,
8541400000,Italy,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excl. photovoltaic generators) + detailed label not available +",,,,,,,
85414010,Italy,"Light-emitting diodes, incl. laser diodes",,,,,,,
8541401000,Italy,"LIGHT-EMITTING DIODES, INCL. LASER DIODES",,,,,,,
85414090,Italy,"Photosensitive semiconductor devices, incl. photovoltaic cells",,,,,,,
8541409000,Italy,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCL. PHOTOVOLTAIC CELLS",,,,,,,
8541400000,Jamaica,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
854140010,Japan,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: Light emitting diodes",,,,,,,
854140020,Japan,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: Photovoltaic cells whether or not assembled in modules or made up into panels",,,,,,,
854140090,Japan,"Photosensitive semiconduct device,photovoltaic cells&light emit diodes: Other",,,,,,,
854140100,Japan,Uncased photosensitive semiconductor devices,,,,,,,
854140910,Japan,Cased light emitting diodes (LED),,,,,,,
854140990,Japan,Cased photosensitive semiconductor devices,,,,,,,
854140000,Jordan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made-up into panels; light emitting diodes (excl. photovoltaic generators)",,,,,,,
854140100,Jordan,Solar panels.,,,,,,,
854140900,Jordan,"Other semiconductor materials,light-sensitive, including light cells, except for solar panels.",,,,,,,
8541401000,Kazakhstan,"ДИОДЫ СВЕТОИЗЛУЧАЮЩИЕ, ВКЛЮЧАЯ ЛАЗЕРНЫЕ ДИОДЫ",,,,,,,
8541401001,Kazakhstan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
8541401002,Kazakhstan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
8541401004,Kazakhstan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
8541401006,Kazakhstan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
8541401007,Kazakhstan,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators) (detailed label not available)",,,,,,,
